korean,stem,createdDate,english,hanja,lastUpdated,order_id,storyList
떨치,떨치다 ,{'$date': {'$numberLong': '1599430742443'}},"get rid of, shake off",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 685},['5f53fc3cceceb9573eaf8788']
사나흘,사나흘 ,{'$date': {'$numberLong': '1599430742443'}},3-4 days,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 686},['5f53fc3cceceb9573eaf8788']
발자국,발자국 –[짜국],{'$date': {'$numberLong': '1599430742443'}},footprint,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 687},['5f53fc3cceceb9573eaf8788']
똑똑히,똑똑히 ,{'$date': {'$numberLong': '1599430742443'}},clearly,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 688},['5f53fc3cceceb9573eaf8788']
나흘,나흘 ,{'$date': {'$numberLong': '1599430742443'}},four days,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 689},['5f53fc3cceceb9573eaf8788']
좇,좇다 ,{'$date': {'$numberLong': '1599430742443'}},"follow, run after, chase",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 690},['5f53fc3cceceb9573eaf8788']
대번에,대번에 ,{'$date': {'$numberLong': '1599430742443'}},"at once, immediately",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 691},['5f53fc3cceceb9573eaf8788']
재빠르,재빠르다 ,{'$date': {'$numberLong': '1599430742443'}},"be quick, nimble, agile",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 692},['5f53fc3cceceb9573eaf8788']
뱉,뱉다,{'$date': {'$numberLong': '1599430742443'}},spit,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 693},['5f53fc3cceceb9573eaf8788']
덩달,덩달아 ,{'$date': {'$numberLong': '1599430742443'}},"following suit, in sympathy",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 694},['5f53fc3cceceb9573eaf8788']
거들,거들다 ,{'$date': {'$numberLong': '1599430742443'}},"lend a helping hand, assist",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 695},['5f53fc3cceceb9573eaf8788']
스스로,스스로 ,{'$date': {'$numberLong': '1599430742443'}},"oneself, by oneself",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 696},['5f53fc3cceceb9573eaf8788']
무척,무척 ,{'$date': {'$numberLong': '1599430742443'}},"very much, quite",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 697},['5f53fc3cceceb9573eaf8788']
틈틈이,틈틈이,{'$date': {'$numberLong': '1599430742443'}},in spare moments,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 698},['5f53fc3cceceb9573eaf8788']
살피,살피다,{'$date': {'$numberLong': '1599430742443'}},"see, watch, observe",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 699},['5f53fc3cceceb9573eaf8788']
당장,당장 ,{'$date': {'$numberLong': '1599430742443'}},"immediately, right away",當場,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 700},['5f53fc3cceceb9573eaf8788']
안색,안색 ,{'$date': {'$numberLong': '1599430742443'}},complexion,顔色,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 701},['5f53fc3cceceb9573eaf8788']
불안스러,불안스럽다 ,{'$date': {'$numberLong': '1599430742443'}},feel uneasy,不安-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 702},['5f53fc3cceceb9573eaf8788']
실제 인물,실제 인물 ,{'$date': {'$numberLong': '1599430742443'}},"real characters, existing people",實際 人物,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 703},['5f53fc3cceceb9573eaf8788']
낙담,낙담,{'$date': {'$numberLong': '1599430742443'}},"feel despondent, depressed, discouraged",을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 704},['5f53fc3cceceb9573eaf8788']
신명을 내,신명을 내다 ,{'$date': {'$numberLong': '1599430742443'}},"get excited, enraptured, enthusiastic",神明,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 705},['5f53fc3cceceb9573eaf8788']
염려,염려,{'$date': {'$numberLong': '1599430742443'}},"worry, fret",를,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 706},['5f53fc3cceceb9573eaf8788']
산길,산길 [-낄] ,{'$date': {'$numberLong': '1599430742443'}},mountain pass,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 707},['5f53fc3cceceb9573eaf8788']
백리,백리 100 li ,{'$date': {'$numberLong': '1599430742443'}},(li = measurement of distance),百里,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 708},['5f53fc3cceceb9573eaf8788']
나절,나절 ,{'$date': {'$numberLong': '1599430742443'}},length of a day (한나절 = 1/2 a day; 반나절 = 1/4 of a day),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 709},['5f53fc3cceceb9573eaf8788']
달리,달리다 ,{'$date': {'$numberLong': '1599430742443'}},run,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 710},['5f53fc3cceceb9573eaf8788']
훨훨 날아다니,훨훨 날아다니다 ,{'$date': {'$numberLong': '1599430742443'}},fly,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 711},['5f53fc3cceceb9573eaf8788']
이래뵈도 ,이래뵈도 ,{'$date': {'$numberLong': '1599430742443'}},though I may not look like much…,이렇게 보여도,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 712},['5f53fc3cceceb9573eaf8788']
산중서,산중서 = 산중에서 ,{'$date': {'$numberLong': '1599430742443'}},in the middle of a mountain,山中,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 713},['5f53fc3cceceb9573eaf8788']
뼈골이 굳,뼈골이 굳다 ,{'$date': {'$numberLong': '1599430742443'}},become an expert (lit.: one’s bones harden),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 714},['5f53fc3cceceb9573eaf8788']
보름,보름 ,{'$date': {'$numberLong': '1599430742443'}},15 days,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 715},['5f53fc3cceceb9573eaf8788']
끄떡이 없,끄떡이 없다 ,{'$date': {'$numberLong': '1599430742443'}},"be safe and sound, no problem, unchanged",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 716},['5f53fc3cceceb9573eaf8788']
대강,대강 ,{'$date': {'$numberLong': '1599430742443'}},roughly,大綱,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 717},['5f53fc3cceceb9573eaf8788']
추적,추적 ,{'$date': {'$numberLong': '1599430742443'}},"chase, pursuit",追跡,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 718},['5f53fc3cceceb9573eaf8788']
일정,일정 ,{'$date': {'$numberLong': '1599430742443'}},schedule,日程,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 719},['5f53fc3cceceb9573eaf8788']
감행하,감행하다 ,{'$date': {'$numberLong': '1599430742443'}},"take action against all odds; dare, venture",敢行,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 720},['5f53fc3cceceb9573eaf8788']
몰이꾼,몰이꾼 ,{'$date': {'$numberLong': '1599430742443'}},chaser,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 721},['5f53fc3cceceb9573eaf8788']
끼우,끼워 주다 ,{'$date': {'$numberLong': '1599430742443'}},"include, count in",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 722},['5f53fc3cceceb9573eaf8788']
어울리,어울리다,{'$date': {'$numberLong': '1599430742443'}},"hang out with, accompany, get together",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 723},['5f53fc3cceceb9573eaf8788']
일으키,일으키다 ,{'$date': {'$numberLong': '1599430742443'}},"raise, lift",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 724},['5f53fc3cceceb9573eaf8788']
꿈길,꿈길 [-낄] ,{'$date': {'$numberLong': '1599430742443'}},the events that take place in a dream,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 725},['5f53fc3cceceb9573eaf8788']
영물,영물 ,{'$date': {'$numberLong': '1599430742443'}},spiritual being,靈物,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 726},['5f53fc3cceceb9573eaf8788']
훤하,훤하다 ,{'$date': {'$numberLong': '1599430742443'}},"be clear, obvious",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 727},['5f53fc3cceceb9573eaf8788']
뵈=보이,뵈다 =보이다 ,{'$date': {'$numberLong': '1599430742443'}},be/get seen,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 728},['5f53fc3cceceb9573eaf8788']
일체,일체 + neg. ,{'$date': {'$numberLong': '1599430742443'}},not (VERB) at all,一體,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 729},['5f53fc3cceceb9573eaf8788']
갑작스레,갑작스레 ,{'$date': {'$numberLong': '1599430742443'}},"suddenly, unexpectedly",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 730},['5f53fc3cceceb9573eaf8788']
애초,애초부터 ,{'$date': {'$numberLong': '1599430742443'}},"from the start, from the outset",-初,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 731},['5f53fc3cceceb9573eaf8788']
해대,해대다 ,{'$date': {'$numberLong': '1599430742443'}},repeat saying ...,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 732},['5f53fc3cceceb9573eaf8788']
혼령,혼령 ,{'$date': {'$numberLong': '1599430742443'}},spirit,魂靈,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 733},['5f53fc3cceceb9573eaf8788']
씌,씌다 ,{'$date': {'$numberLong': '1599430742443'}},be/get possessed by a spirit / ghost,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 734},['5f53fc3cceceb9573eaf8788']
추수하,추수하다 ,{'$date': {'$numberLong': '1599430742443'}},"harvest, reap the harvest",秋收,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 735},['5f53fc3cceceb9573eaf8788']
챙기,챙기다 ,{'$date': {'$numberLong': '1599430742443'}},gather all together; collect; tidy up,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 736},['5f53fc3cceceb9573eaf8788']
야간,야간 ,{'$date': {'$numberLong': '1599430742443'}},nighttime,夜間,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 737},['5f53fc3cceceb9573eaf8788']
도주하,도주하다 ,{'$date': {'$numberLong': '1599430742443'}},"escape, run off",逃走,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 738},['5f53fc3cceceb9573eaf8788']
마가 끼,마,{'$date': {'$numberLong': '1599430742443'}},evil spirits assault sb/sth,가,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 739},['5f53fc3cceceb9573eaf8788']
거푸,거푸 ,{'$date': {'$numberLong': '1599430742443'}},"repeatedly, again and again",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 740},['5f53fc3cceceb9573eaf8788']
달아나,달아나다 ,{'$date': {'$numberLong': '1599430742443'}},"run off, escape",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 741},['5f53fc3cceceb9573eaf8788']
충격을 받,충격을 받다 ,{'$date': {'$numberLong': '1599430742443'}},be/get shocked,衝擊,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 742},['5f53fc3cceceb9573eaf8788']
반기,반기다 ,{'$date': {'$numberLong': '1599430742443'}},welcome sb,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 743},['5f53fc3cceceb9573eaf8788']
나이짝,나이짝 ,{'$date': {'$numberLong': '1599430742443'}},a peer; partner of the same age group,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 744},['5f53fc3cceceb9573eaf8788']
맞잖,맞잖다 ,{'$date': {'$numberLong': '1599430742443'}},"be unfit, ill-matched",맞지않다,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 745},['5f53fc3cceceb9573eaf8788']
마누라,마누라 ,{'$date': {'$numberLong': '1599430742443'}},wife,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 746},['5f53fc3cceceb9573eaf8788']
두,두다 ,{'$date': {'$numberLong': '1599430742443'}},"have, keep, place",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 747},['5f53fc3cceceb9573eaf8788']
꼴,꼴 ,{'$date': {'$numberLong': '1599430742443'}},"situation, appearance (derogatory)",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 748},['5f53fc3cceceb9573eaf8788']
당연하,당연하다 ,{'$date': {'$numberLong': '1599430742443'}},be a matter of course,當然-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 749},['5f53fc3cceceb9573eaf8788']
섭섭하,섭섭하다 ,{'$date': {'$numberLong': '1599430742443'}},"regret, lament",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 750},['5f53fc3cceceb9573eaf8788']
기운,기운 ,{'$date': {'$numberLong': '1599430742443'}},"power, strength, energy, vitality",氣運,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 751},['5f53fc3cceceb9573eaf8788']
얻,얻다 ,{'$date': {'$numberLong': '1599430742443'}},"acquire, get",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 752},['5f53fc3cceceb9573eaf8788']
아낙,아낙 ,{'$date': {'$numberLong': '1599430742443'}},wife,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 753},['5f53fc3cceceb9573eaf8788']
읍내,읍내 ,{'$date': {'$numberLong': '1599430742443'}},town,邑內,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 754},['5f53fc3cceceb9573eaf8788']
술장사,술장사 [-짱사] ,{'$date': {'$numberLong': '1599430742443'}},liquor business,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 755},['5f53fc3cceceb9573eaf8788']
과부,과부 ,{'$date': {'$numberLong': '1599430742443'}},widow,寡婦,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 756},['5f53fc3cceceb9573eaf8788']
산골,산골 [-꼴] ,{'$date': {'$numberLong': '1599430742443'}},"mountainous district, secluded place",山,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 757},['5f53fc3cceceb9573eaf8788']
끌어올리,끌어올리다 ,{'$date': {'$numberLong': '1599430742443'}},drag up,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 758},['5f53fc3cceceb9573eaf8788']
해,해 ,{'$date': {'$numberLong': '1599430742443'}},year,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 759},['5f53fc3cceceb9573eaf8788']
견디,견디다 ,{'$date': {'$numberLong': '1599430742443'}},"stand, bear suffer patiently",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 760},['5f53fc3cceceb9573eaf8788']
도망치,도망,{'$date': {'$numberLong': '1599430742443'}},"take off, run away, escape",을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 761},['5f53fc3cceceb9573eaf8788']
부자,부자 ,{'$date': {'$numberLong': '1599430742443'}},wealthy person,富者,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 762},['5f53fc3cceceb9573eaf8788']
퀭하,퀭하다 ,{'$date': {'$numberLong': '1599430742443'}},be hollow,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 763},['5f53fc3cceceb9573eaf8788']
쳐다보,쳐다보다 ,{'$date': {'$numberLong': '1599430742443'}},"stare, look at",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 764},['5f53fc3cceceb9573eaf8788']
물론,물론 ,{'$date': {'$numberLong': '1599430742443'}},of course,勿論,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 765},['5f53fc3cceceb9573eaf8788']
열정,열정 ,{'$date': {'$numberLong': '1599430742443'}},"ardor, fervor, passion",熱情,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 766},['5f53fc3cceceb9573eaf8788']
맥없,맥없다 ,{'$date': {'$numberLong': '1599430742443'}},"be weak, feeble, feel tired",脈-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 767},['5f53fc3cceceb9573eaf8788']
스러지,스러지다 ,{'$date': {'$numberLong': '1599430742443'}},collapse,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 768},['5f53fc3cceceb9573eaf8788']
변모,변모 ,{'$date': {'$numberLong': '1599430742443'}},"change, transition",變貌,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 769},['5f53fc3cceceb9573eaf8788']
탈진하,탈진하다 ,{'$date': {'$numberLong': '1599430742443'}},"be worn out, exhausted",脫盡,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 770},['5f53fc3cceceb9573eaf8788']
예감을 키우,예감,{'$date': {'$numberLong': '1599430742443'}},have/entertain a premonition,을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 771},['5f53fc3cceceb9573eaf8788']
저래,저래 = 저렇게 ,{'$date': {'$numberLong': '1599430742443'}},like that,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 772},['5f53fc3cceceb9573eaf8788']
설치,설치다 ,{'$date': {'$numberLong': '1599430742443'}},make a fuss; be unsettled,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 773},['5f53fc3cceceb9573eaf8788']
목돈을 만지,목돈을 만지다 ,{'$date': {'$numberLong': '1599430742443'}},make a good sum of money,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 774},['5f53fc3cceceb9573eaf8788']
지키,지키다 ,{'$date': {'$numberLong': '1599430742443'}},keep (one’s promise),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 775},['5f53fc3cceceb9573eaf8788']
시원스레,시원스레 ,{'$date': {'$numberLong': '1599430742443'}},without reserve; cleanly,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 776},['5f53fc3cceceb9573eaf8788']
일행,일행 ,{'$date': {'$numberLong': '1599430742443'}},group of people traveling together,一行,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 777},['5f53fc3cceceb9573eaf8788']
새벽,새벽 ,{'$date': {'$numberLong': '1599430742443'}},dawn,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 778},['5f53fc3cceceb9573eaf8788']
앞장을 서,앞장,{'$date': {'$numberLong': '1599430742443'}},take the lead,을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 779},['5f53fc3cceceb9573eaf8788']
뒤처지,뒤처지다 ,{'$date': {'$numberLong': '1599430742443'}},"fall behind, lag",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 780},['5f53fc3cceceb9573eaf8788']
따라,따르다,{'$date': {'$numberLong': '1599430742443'}},follow,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 781},['5f53fc3cceceb9573eaf8788']
상상하,상상하다 ,{'$date': {'$numberLong': '1599430742443'}},imagine,想像,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 782},['5f53fc3cceceb9573eaf8788']
걸음걸이,걸음걸이 [-꺼리],{'$date': {'$numberLong': '1599430742443'}},"step, stride",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 783},['5f53fc3cceceb9573eaf8788']
날래,날래다 ,{'$date': {'$numberLong': '1599430742443'}},"be quick, fast, swift",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 784},['5f53fc3cceceb9573eaf8788']
야영,야영 ,{'$date': {'$numberLong': '1599430742443'}},camping,野營,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 785},['5f53fc3cceceb9573eaf8788']
도구,도구 ,{'$date': {'$numberLong': '1599430742443'}},"tools, equipment",道具,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 786},['5f53fc3cceceb9573eaf8788']
지,지다 ,{'$date': {'$numberLong': '1599430742443'}},"bear, carry on one’s back",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 787},['5f53fc3cceceb9573eaf8788']
