korean,stem,createdDate,english,hanja,lastUpdated,order_id,storyList
자유,자유 ,{'$date': {'$numberLong': '1599430742443'}},"freedom, liberty",自由,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 541},['5f53fc3cceceb9573eaf8788']
세계,세계 ,{'$date': {'$numberLong': '1599430742443'}},world,世界,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 542},['5f53fc3cceceb9573eaf8788']
자연,자연 ,{'$date': {'$numberLong': '1599430742443'}},nature,自然,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 543},['5f53fc3cceceb9573eaf8788']
안식,안식 ,{'$date': {'$numberLong': '1599430742443'}},"rest, repose",安息,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 544},['5f53fc3cceceb9573eaf8788']
지혜롭,지혜롭다 ,{'$date': {'$numberLong': '1599430742443'}},be wise,智慧,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 545},['5f53fc3cceceb9573eaf8788']
용맹스러,용맹스럽다 ,{'$date': {'$numberLong': '1599430742443'}},"be lion-hearted, intrepid, brave",勇猛,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 546},['5f53fc3cceceb9573eaf8788']
바깥,바깥 ,{'$date': {'$numberLong': '1599430742443'}},"outer, outside",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 547},['5f53fc3cceceb9573eaf8788']
세상,세상 ,{'$date': {'$numberLong': '1599430742443'}},world,世上,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 548},['5f53fc3cceceb9573eaf8788']
드러나,드러나다 ,{'$date': {'$numberLong': '1599430742443'}},be exposed,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 549},['5f53fc3cceceb9573eaf8788']
상징적,상징적 ,{'$date': {'$numberLong': '1599430742443'}},symbolic,象徵的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 550},['5f53fc3cceceb9573eaf8788']
존재,존재 ,{'$date': {'$numberLong': '1599430742443'}},"being, entity",存在,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 551},['5f53fc3cceceb9573eaf8788']
구체적,구체적 ,{'$date': {'$numberLong': '1599430742443'}},"concrete, tangible",具體的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 552},['5f53fc3cceceb9573eaf8788']
현실적,현실적 ,{'$date': {'$numberLong': '1599430742443'}},realistic,現實的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 553},['5f53fc3cceceb9573eaf8788']
속박받,속박,{'$date': {'$numberLong': '1599430742443'}},be subject to restraints,을,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 554},['5f53fc3cceceb9573eaf8788']
속되,속되다 ,{'$date': {'$numberLong': '1599430742443'}},"be vulgar, base, common",俗,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 555},['5f53fc3cceceb9573eaf8788']
욕망,욕망 ,{'$date': {'$numberLong': '1599430742443'}},desire,慾望,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 556},['5f53fc3cceceb9573eaf8788']
흡족,흡족 ,{'$date': {'$numberLong': '1599430742443'}},satisfaction,洽足,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 557},['5f53fc3cceceb9573eaf8788']
만인,만인 ,{'$date': {'$numberLong': '1599430742443'}},all people,萬人,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 558},['5f53fc3cceceb9573eaf8788']
공유하,공유하다 ,{'$date': {'$numberLong': '1599430742443'}},"have something in common, share",共有,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 559},['5f53fc3cceceb9573eaf8788']
환상,환상 ,{'$date': {'$numberLong': '1599430742443'}},"fantasy, illusion",幻想,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 560},['5f53fc3cceceb9573eaf8788']
실제화 시키,실제화 시키다 ,{'$date': {'$numberLong': '1599430742443'}},"make actual, real; materialize",實際化,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 561},['5f53fc3cceceb9573eaf8788']
계획,계획 ,{'$date': {'$numberLong': '1599430742443'}},plan,計劃,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 562},['5f53fc3cceceb9573eaf8788']
찬동,찬동 ,{'$date': {'$numberLong': '1599430742443'}},"approval, agreement",贊同,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 563},['5f53fc3cceceb9573eaf8788']
드물,드물다 ,{'$date': {'$numberLong': '1599430742443'}},"be rare, scarce, few",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 564},['5f53fc3cceceb9573eaf8788']
대부분,대부분 ,{'$date': {'$numberLong': '1599430742443'}},"mostly, generally",大部分,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 565},['5f53fc3cceceb9573eaf8788']
산세,산세 ,{'$date': {'$numberLong': '1599430742443'}},physical aspects of a mountain,山勢,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 566},['5f53fc3cceceb9573eaf8788']
곧이듣,곧이듣다 ,{'$date': {'$numberLong': '1599430742443'}},"take a person at their word, believe",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 567},['5f53fc3cceceb9573eaf8788']
인격화,인격화 [-껵] ,{'$date': {'$numberLong': '1599430742443'}},"impersonation, personification",人格化,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 568},['5f53fc3cceceb9573eaf8788']
찬성하,찬성하다 ,{'$date': {'$numberLong': '1599430742443'}},"approve, assent",贊成,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 569},['5f53fc3cceceb9573eaf8788']
더더욱,더더욱 ,{'$date': {'$numberLong': '1599430742443'}},"moreover, furthermore",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 570},['5f53fc3cceceb9573eaf8788']
사나,사납다 ,{'$date': {'$numberLong': '1599430742443'}},"be rough, wild",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 571},['5f53fc3cceceb9573eaf8788']
철창에 갇히,철창에 갇히다 ,{'$date': {'$numberLong': '1599430742443'}},be trapped in an iron cage,鐵窓,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 572},['5f53fc3cceceb9573eaf8788']
관람용,관람 ,{'$date': {'$numberLong': '1599430742443'}},"sightseeing, viewing",觀覽,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 573},['5f53fc3cceceb9573eaf8788']
용,-용 ,{'$date': {'$numberLong': '1599430742443'}},for the purpose of; for the use of,用,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 574},['5f53fc3cceceb9573eaf8788']
학자,학자 ,{'$date': {'$numberLong': '1599430742443'}},scholar,學者,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 575},['5f53fc3cceceb9573eaf8788']
주장,주장 ,{'$date': {'$numberLong': '1599430742443'}},"claim, contention",主張,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 576},['5f53fc3cceceb9573eaf8788']
기사,기사 ,{'$date': {'$numberLong': '1599430742443'}},report,記事,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 577},['5f53fc3cceceb9573eaf8788']
전적으로,전적으로 [-쩍] ,{'$date': {'$numberLong': '1599430742443'}},"totally, completely, absolutely",全的으로,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 578},['5f53fc3cceceb9573eaf8788']
신봉하,신봉하다 ,{'$date': {'$numberLong': '1599430742443'}},"worship, believe strongly",信俸,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 579},['5f53fc3cceceb9573eaf8788']
직감,직감 ,{'$date': {'$numberLong': '1599430742443'}},intuition,直感,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 580},['5f53fc3cceceb9573eaf8788']
희망적,희망적 ,{'$date': {'$numberLong': '1599430742443'}},hopeful,希望的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 581},['5f53fc3cceceb9573eaf8788']
매도,매도 ,{'$date': {'$numberLong': '1599430742443'}},"condemnation, denouncement",罵倒,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 582},['5f53fc3cceceb9573eaf8788']
답답하,답답하다 ,{'$date': {'$numberLong': '1599430742443'}},"be stifling, suffocating",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 583},['5f53fc3cceceb9573eaf8788']
맘,맘= 마음 ,{'$date': {'$numberLong': '1599430742443'}},"heart, state of mind",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 584},['5f53fc3cceceb9573eaf8788']
더하,더하다 ,{'$date': {'$numberLong': '1599430742443'}},add to; be more than,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 585},['5f53fc3cceceb9573eaf8788']
빌리,빌리다 ,{'$date': {'$numberLong': '1599430742443'}},borrow,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 586},['5f53fc3cceceb9573eaf8788']
직접,직접 ,{'$date': {'$numberLong': '1599430742443'}},"directly, firsthand",直接,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 587},['5f53fc3cceceb9573eaf8788']
거짓말,거짓말 ,{'$date': {'$numberLong': '1599430742443'}},lies,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 588},['5f53fc3cceceb9573eaf8788']
애쓰,애,{'$date': {'$numberLong': '1599430742443'}},"make an effort, try hard",를_ 쓰다,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 589},['5f53fc3cceceb9573eaf8788']
늘어놓,늘어놓다 ,{'$date': {'$numberLong': '1599430742443'}},"enumerate, list, carry on about",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 590},['5f53fc3cceceb9573eaf8788']
결과,결과 ,{'$date': {'$numberLong': '1599430742443'}},"result, outcome",結果,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 591},['5f53fc3cceceb9573eaf8788']
마찬가지,마찬가지다 ,{'$date': {'$numberLong': '1599430742443'}},be all the same,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 592},['5f53fc3cceceb9573eaf8788']
행운,행운 ,{'$date': {'$numberLong': '1599430742443'}},good luck,幸運,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 593},['5f53fc3cceceb9573eaf8788']
속하,속하다 ,{'$date': {'$numberLong': '1599430742443'}},"belong to, appertain to",屬,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 594},['5f53fc3cceceb9573eaf8788']
미심쩍,미심쩍다,{'$date': {'$numberLong': '1599430742443'}},"be doubtful, questionable",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 595},['5f53fc3cceceb9573eaf8788']
호기심,호기심 ,{'$date': {'$numberLong': '1599430742443'}},curiosity,好奇心,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 596},['5f53fc3cceceb9573eaf8788']
역설하,역설하다 ,{'$date': {'$numberLong': '1599430742443'}},"urge, emphatically assert",力說,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 597},['5f53fc3cceceb9573eaf8788']
카메라 맨,카메라 맨 ,{'$date': {'$numberLong': '1599430742443'}},camera man,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 598},['5f53fc3cceceb9573eaf8788']
잡지사,잡지사 ,{'$date': {'$numberLong': '1599430742443'}},magazine publisher,雜誌社,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 599},['5f53fc3cceceb9573eaf8788']
패션모델,패션모델 ,{'$date': {'$numberLong': '1599430742443'}},fashion model,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 600},['5f53fc3cceceb9573eaf8788']
씨름하,씨름하다 ,{'$date': {'$numberLong': '1599430742443'}},wrestle with,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 601},['5f53fc3cceceb9573eaf8788']
직업,직업 ,{'$date': {'$numberLong': '1599430742443'}},"job, occupation, career",職業,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 602},['5f53fc3cceceb9573eaf8788']
남다른,남다르다 ,{'$date': {'$numberLong': '1599430742443'}},"be different, unique",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 603},['5f53fc3cceceb9573eaf8788']
욕심,욕심 ,{'$date': {'$numberLong': '1599430742443'}},"greed, desire, ambition",慾心,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 604},['5f53fc3cceceb9573eaf8788']
역사적,역사적 ,{'$date': {'$numberLong': '1599430742443'}},historical,歷史的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 605},['5f53fc3cceceb9573eaf8788']
인물,인물 ,{'$date': {'$numberLong': '1599430742443'}},"figure, character, personage",人物,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 606},['5f53fc3cceceb9573eaf8788']
끊임없,끊임없다 ,{'$date': {'$numberLong': '1599430742443'}},"be ceaseless, constant, endless",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 607},['5f53fc3cceceb9573eaf8788']
충돌질,충돌질 ,{'$date': {'$numberLong': '1599430742443'}},"nudging, pestering, act of provocation (derogatory)",衝動-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 608},['5f53fc3cceceb9573eaf8788']
마침내,마침내 ,{'$date': {'$numberLong': '1599430742443'}},"finally, at last",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 609},['5f53fc3cceceb9573eaf8788']
결심,결심 ,{'$date': {'$numberLong': '1599430742443'}},determination,結審,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 610},['5f53fc3cceceb9573eaf8788']
집안,집안 ,{'$date': {'$numberLong': '1599430742443'}},"inside the home, family",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 611},['5f53fc3cceceb9573eaf8788']
여행,여행 ,{'$date': {'$numberLong': '1599430742443'}},"travel, trip",旅行,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 612},['5f53fc3cceceb9573eaf8788']
목적,목적 ,{'$date': {'$numberLong': '1599430742443'}},"goal, aim",目的,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 613},['5f53fc3cceceb9573eaf8788']
열차,열차 ,{'$date': {'$numberLong': '1599430742443'}},train,列車,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 614},['5f53fc3cceceb9573eaf8788']
차간,차간/찻간 [-깐] ,{'$date': {'$numberLong': '1599430742443'}},(train) compartment,車間,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 615},['5f53fc3cceceb9573eaf8788']
몰고오,몰고오다 ,{'$date': {'$numberLong': '1599430742443'}},"drive home, cause",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 616},['5f53fc3cceceb9573eaf8788']
충격,충격 ,{'$date': {'$numberLong': '1599430742443'}},shock,衝擊,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 617},['5f53fc3cceceb9573eaf8788']
상상하,상상하다 ,{'$date': {'$numberLong': '1599430742443'}},imagine,想像,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 618},['5f53fc3cceceb9573eaf8788']
지치,지치다 ,{'$date': {'$numberLong': '1599430742443'}},be exhausted,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 619},['5f53fc3cceceb9573eaf8788']
떠들어대,떠들어대다 ,{'$date': {'$numberLong': '1599430742443'}},"blab on about, chatter on about",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 620},['5f53fc3cceceb9573eaf8788']
남녘,남녘 ,{'$date': {'$numberLong': '1599430742443'}},south; southern district,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 621},['5f53fc3cceceb9573eaf8788']
단풍,단풍 ,{'$date': {'$numberLong': '1599430742443'}},"red leaves, leaves changing color",丹楓,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 622},['5f53fc3cceceb9573eaf8788']
철,철 ,{'$date': {'$numberLong': '1599430742443'}},season,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 623},['5f53fc3cceceb9573eaf8788']
맞이하,맞이하다 ,{'$date': {'$numberLong': '1599430742443'}},"meet, receive, greet, welcome",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 624},['5f53fc3cceceb9573eaf8788']
무성하,무성하다 ,{'$date': {'$numberLong': '1599430742443'}},"be exuberant, thick, close-grown, luxuriant",茂盛,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 625},['5f53fc3cceceb9573eaf8788']
계곡,계곡 ,{'$date': {'$numberLong': '1599430742443'}},"valley, ravine",溪谷,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 626},['5f53fc3cceceb9573eaf8788']
고엽,고엽 ,{'$date': {'$numberLong': '1599430742443'}},(old) fallen leaves,枯葉,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 627},['5f53fc3cceceb9573eaf8788']
뒤덮이,뒤덮이다 ,{'$date': {'$numberLong': '1599430742443'}},be covered with,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 628},['5f53fc3cceceb9573eaf8788']
윤곽,윤곽 ,{'$date': {'$numberLong': '1599430742443'}},"profile, contour",輪廓,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 629},['5f53fc3cceceb9573eaf8788']
날카로,날카롭다 ,{'$date': {'$numberLong': '1599430742443'}},be sharp,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 630},['5f53fc3cceceb9573eaf8788']
반면,반면 ,{'$date': {'$numberLong': '1599430742443'}},on the other hand,反面,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 631},['5f53fc3cceceb9573eaf8788']
여위,여위다 ,{'$date': {'$numberLong': '1599430742443'}},"get thin, emaciated",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 632},['5f53fc3cceceb9573eaf8788']
가슴팍,가슴팍 ,{'$date': {'$numberLong': '1599430742443'}},flat part of the chest (somewhat derogatory),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 633},['5f53fc3cceceb9573eaf8788']
풍성하,풍성하다 ,{'$date': {'$numberLong': '1599430742443'}},"be abundant, plenteous",豊盛,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 634},['5f53fc3cceceb9573eaf8788']
한결,한결 ,{'$date': {'$numberLong': '1599430742443'}},"conspicuously, much more, all the more, especially",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 635},['5f53fc3cceceb9573eaf8788']
가시,가시다 ,{'$date': {'$numberLong': '1599430742443'}},disappear,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 636},['5f53fc3cceceb9573eaf8788']
이,이 ,{'$date': {'$numberLong': '1599430742443'}},person; one who…,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 637},['5f53fc3cceceb9573eaf8788']
여전히,여전히 ,{'$date': {'$numberLong': '1599430742443'}},"as always, as ever, as before, as usual",如前-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 638},['5f53fc3cceceb9573eaf8788']
팔다리,팔다리 ,{'$date': {'$numberLong': '1599430742443'}},limbs; arms and legs,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 639},['5f53fc3cceceb9573eaf8788']
제각기,제각기 ,{'$date': {'$numberLong': '1599430742443'}},"each, respectively",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 640},['5f53fc3cceceb9573eaf8788']
음성,음성 ,{'$date': {'$numberLong': '1599430742443'}},voice,音聲,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 641},['5f53fc3cceceb9573eaf8788']
한층,한층 ,{'$date': {'$numberLong': '1599430742443'}},"(even) more, still, much more",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 642},['5f53fc3cceceb9573eaf8788']
세,세다 ,{'$date': {'$numberLong': '1599430742443'}},be strong,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 643},['5f53fc3cceceb9573eaf8788']
바람소리,바람소리 ,{'$date': {'$numberLong': '1599430742443'}},sound of the wind,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 644},['5f53fc3cceceb9573eaf8788']
배,배다 ,{'$date': {'$numberLong': '1599430742443'}},saturate,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 645},['5f53fc3cceceb9573eaf8788']
얼른,얼른 ,{'$date': {'$numberLong': '1599430742443'}},quickly,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 646},['5f53fc3cceceb9573eaf8788']
알아보,알아보다 ,{'$date': {'$numberLong': '1599430742443'}},recognize,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 647},['5f53fc3cceceb9573eaf8788']
기억,기억 ,{'$date': {'$numberLong': '1599430742443'}},memory,記憶,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 648},['5f53fc3cceceb9573eaf8788']
더듬,더듬다 ,{'$date': {'$numberLong': '1599430742443'}},"to grope for, feel for, fumble",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 649},['5f53fc3cceceb9573eaf8788']
헤프게,헤프게 ,{'$date': {'$numberLong': '1599430742443'}},flippantly,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 650},['5f53fc3cceceb9573eaf8788']
웃음을 터뜨리,웃음을 터뜨리다 ,{'$date': {'$numberLong': '1599430742443'}},burst out laughing,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 651},['5f53fc3cceceb9573eaf8788']
가리키,가리키다 ,{'$date': {'$numberLong': '1599430742443'}},"point at, point out",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 652},['5f53fc3cceceb9573eaf8788']
곧이듣,곧이듣다 ,{'$date': {'$numberLong': '1599430742443'}},take a person at their word,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 653},['5f53fc3cceceb9573eaf8788']
눈치,눈치 ,{'$date': {'$numberLong': '1599430742443'}},"hint, sign, indication",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 654},['5f53fc3cceceb9573eaf8788']
대꾸,대꾸 ,{'$date': {'$numberLong': '1599430742443'}},"response, reply",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 655},['5f53fc3cceceb9573eaf8788']
엉뚱하,엉뚱하다 ,{'$date': {'$numberLong': '1599430742443'}},"be preposterous, fantastic",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 656},['5f53fc3cceceb9573eaf8788']
수상쩍,수상쩍다 ,{'$date': {'$numberLong': '1599430742443'}},"be suspicious, doubtful",殊常-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 657},['5f53fc3cceceb9573eaf8788']
바라보,바라보다 ,{'$date': {'$numberLong': '1599430742443'}},"stare at, gaze at, look off at",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 658},['5f53fc3cceceb9573eaf8788']
상대하,상대하다 ,{'$date': {'$numberLong': '1599430742443'}},"confront, fight, face off against; face each other",相對,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 659},['5f53fc3cceceb9573eaf8788']
골목길,골목길 ,{'$date': {'$numberLong': '1599430742443'}},"alley, side-street lane",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 660},['5f53fc3cceceb9573eaf8788']
귓속말,귓속말 ,{'$date': {'$numberLong': '1599430742443'}},whisper,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 661},['5f53fc3cceceb9573eaf8788']
벌리,벌리다 ,{'$date': {'$numberLong': '1599430742443'}},"stretch, spread out",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 662},['5f53fc3cceceb9573eaf8788']
소리 치,소리,{'$date': {'$numberLong': '1599430742443'}},"shout, yell",를,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 663},['5f53fc3cceceb9573eaf8788']
언성을 높이,언성을 높이다 ,{'$date': {'$numberLong': '1599430742443'}},raise one’s voice,言聲,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 664},['5f53fc3cceceb9573eaf8788']
풀죽,풀,{'$date': {'$numberLong': '1599430742443'}},"become discouraged, depressed",이,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 665},['5f53fc3cceceb9573eaf8788']
앞뒤 모르,앞뒤 모를 소리 ,{'$date': {'$numberLong': '1599430742443'}},incomprehensible words (lit.: words one’s can’t made heads or tails of),,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 666},['5f53fc3cceceb9573eaf8788']
병치레,병치레,{'$date': {'$numberLong': '1599430742443'}},suffer from a bout of illness disease,를,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 667},['5f53fc3cceceb9573eaf8788']
기운,기운 ,{'$date': {'$numberLong': '1599430742443'}},"energy, strength",氣運,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 668},['5f53fc3cceceb9573eaf8788']
모습,모습 ,{'$date': {'$numberLong': '1599430742443'}},"shape, form, appearance",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 669},['5f53fc3cceceb9573eaf8788']
능히,능히 ,{'$date': {'$numberLong': '1599430742443'}}, ,能-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 670},['5f53fc3cceceb9573eaf8788']
파싹 늙,파싹 늙다 ,{'$date': {'$numberLong': '1599430742443'}},get old suddenly,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 671},['5f53fc3cceceb9573eaf8788']
전같,전같다 ,{'$date': {'$numberLong': '1599430742443'}},"like before, as before",前-,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 672},['5f53fc3cceceb9573eaf8788']
탄탄하,탄탄하다 ,{'$date': {'$numberLong': '1599430742443'}},"be strong, solid, firm",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 673},['5f53fc3cceceb9573eaf8788']
피부색,피부색 ,{'$date': {'$numberLong': '1599430742443'}},skin complexion,皮膚色,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 674},['5f53fc3cceceb9573eaf8788']
병색,병색 ,{'$date': {'$numberLong': '1599430742443'}},tint of disease,病色,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 675},['5f53fc3cceceb9573eaf8788']
완연하,완연하다 ,{'$date': {'$numberLong': '1599430742443'}},"be obvious, apparent",宛然,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 676},['5f53fc3cceceb9573eaf8788']
형형하,형형하다 ,{'$date': {'$numberLong': '1599430742443'}},"be glaring, piercing, penetrating",炯炯,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 677},['5f53fc3cceceb9573eaf8788']
쉬,쉬 ,{'$date': {'$numberLong': '1599430742443'}},easily,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 678},['5f53fc3cceceb9573eaf8788']
알아채,알아채다 ,{'$date': {'$numberLong': '1599430742443'}},"notice, sense, become aware of",,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 679},['5f53fc3cceceb9573eaf8788']
여간,여간 + neg. ,{'$date': {'$numberLong': '1599430742443'}},"very, extremely",如干,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 680},['5f53fc3cceceb9573eaf8788']
기색,기색 ,{'$date': {'$numberLong': '1599430742443'}},"looks, countenance, appearance",氣色,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 681},['5f53fc3cceceb9573eaf8788']
대하,대하다 ,{'$date': {'$numberLong': '1599430742443'}},"face, confront",對,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 682},['5f53fc3cceceb9573eaf8788']
불안감,불안감 ,{'$date': {'$numberLong': '1599430742443'}},sense of uneasiness,不安感,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 683},['5f53fc3cceceb9573eaf8788']
이내,이내 ,{'$date': {'$numberLong': '1599430742443'}},immediately,,{'$date': {'$numberLong': '1599430742443'}},{'$numberInt': 684},['5f53fc3cceceb9573eaf8788']
